name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Merrie Lalitta,"{357: 0.46927615536542966, 613: 0.03860995860000749, 360: 0.0020672658222444795, 119: 1.0, 920: 1.0, 378: 0.3099654090717081, 488: 0.04490247785158008, 939: 0.15792300391018887, 806: 0.0, 338: 0.0, 342: 0.0, 499: 0.0, 694: 0.422793141369445, 700: 0.0, 866: 0.0, 945: 0.6225531776977635}",35.0,available,f,straight,average,mostly anything,socially,never,college/university,white,71.0,-1.0,science / tech / engineering,"doesn't have kids, and doesn't want any",,atheism but not too serious about it,no,"english (fluently), french (okay), dutch (poorly)",Linear Classifiers 1k/379.joblib
Letizia Ader,"{546: 0.0, 834: 1.0, 465: 1.0, 305: 0.0, 498: 1.0, 984: 0.9690471747349143, 16: 1.0, 218: 0.05403352072065992, 292: 0.911695179648019, 315: 0.5245754908887008, 377: 0.9588423788611973, 385: 0.0, 484: 1.0, 559: 1.0, 767: 1.0, 826: 0.0, 863: 0.976021520267679, 888: 0.7505627303924705}",28.0,single,f,bisexual,a little extra,,socially,,graduated from college/university,white,64.0,-1.0,other,,likes dogs and likes cats,atheism and laughing about it,no,english (fluently),Linear Classifiers 1k/200.joblib
Emilia Callista,"{894: 0.0, 234: 0.3881118582921186, 202: 0.3813975929883835, 854: 1.0, 91: 1.0, 116: 0.7084214160607951, 173: 0.061447712149361955, 226: 0.0, 434: 0.0, 447: 0.5349566701197128, 558: 0.5720659548282452, 570: 1.0, 599: 0.6419269317138223, 625: 0.325798302881827, 706: 0.0, 708: 0.9345851999481445, 732: 0.24114542262211724, 793: 0.01082329731701659, 805: 0.2272636377896884, 961: 0.17141719460468874}",30.0,single,f,straight,,strictly anything,socially,,graduated from college/university,"white, other",72.0,-1.0,artistic / musical / writer,,,,,"english, spanish (okay), italian (poorly)",Linear Classifiers 1k/45.joblib
Blondelle Valoniah,"{886: 1.0, 641: 0.8305867841249837, 120: 1.0, 557: 0.17879244672627626, 479: 0.4835659865932551, 216: 0.0, 899: 0.9010181381353317, 714: 0.8948871501893896, 951: 0.8829522464252983, 80: 0.8925484538116768, 81: 0.6451505183866331, 322: 0.8650416107895553, 977: 0.6217057613541648, 733: 0.6693086442183114, 229: 0.12769521012410323, 792: 1.0, 605: 0.15337648840687734, 753: 0.0, 403: 0.8251569072998417, 939: 0.43609650050438176, 698: 1.0, 598: 0.14026391030185703, 290: 0.9542705061178658, 61: 0.610390174907053, 24: 0.8289891187216816, 155: 0.20643059728526936, 199: 0.7204107893698248, 324: 0.32152482260960613, 331: 0.7717605742711982, 385: 0.0, 412: 0.0, 458: 0.423509532548509, 532: 0.18876560644397966, 610: 0.0, 754: 0.6507707300152468, 784: 0.5252296207625078, 827: 0.08755180424995901, 895: 0.539365090484303, 913: 0.0, 993: 0.5547700628919994}",25.0,single,m,straight,athletic,,often,never,graduated from college/university,white,70.0,100000.0,science / tech / engineering,,,,no,"english, french (okay)",Linear Classifiers 1k/317.joblib
Jany Craggie,"{443: 0.07235178227041583, 47: 0.4373055787604554, 838: 1.0, 712: 0.0, 357: 0.7984973237009512, 549: 1.0, 470: 0.4735351835308532, 577: 1.0, 929: 1.0, 182: 1.0, 428: 0.0, 26: 0.6779898913291977, 32: 0.04466009776199753, 33: 0.5957546771779962, 67: 1.0, 94: 0.035901707893825296, 114: 0.0, 165: 0.1798200097770959, 282: 0.4930812555680997, 358: 0.7616416603073124, 499: 0.599835341106457, 523: 0.1664652925232306, 524: 0.9760293296001143, 583: 0.9878818495493236, 643: 0.9585330833549102, 704: 0.3124954748506812, 742: 0.0, 759: 0.5408810928818304, 808: 1.0, 956: 0.35328066276111647}",30.0,single,m,straight,athletic,,socially,,working on ph.d program,other,70.0,20000.0,student,,,,no,english,Linear Classifiers 1k/599.joblib
Kalina Jacobah,"{354: 0.18265942038001892, 963: 0.7152244556671232, 465: 0.1595310710586859, 136: 1.0, 728: 0.3668100427676011, 206: 0.37191575650938247, 212: 0.0, 270: 1.0, 344: 1.0, 365: 0.35139969656164105, 400: 1.0, 501: 1.0, 512: 0.8776288599407778, 566: 0.25055202959576706, 662: 0.9825629414248866, 757: 0.4905095802064192, 833: 1.0, 851: 0.8741794440997994, 965: 0.4129922478207404}",27.0,single,f,straight,average,,,,,white,69.0,-1.0,medicine / health,,likes dogs and has cats,,,"english, spanish (poorly)",Linear Classifiers 1k/903.joblib
Cherilyn Prober,"{246: 0.062332070439924614, 734: 1.0, 222: 0.18400780177355092, 285: 0.0687892345021126, 213: 0.5537858648676925, 908: 0.8363139039107574, 768: 0.3926158421988095, 953: 0.7177932356309, 963: 1.0, 593: 0.01799733977193263, 51: 0.9087579082343353, 785: 0.0, 302: 0.0, 562: 1.0, 82: 1.0, 806: 1.0, 591: 0.0, 647: 0.36771004945001184, 66: 1.0, 148: 0.11722814840379492, 279: 0.6902925854318189, 319: 1.0, 379: 0.16919230117651818, 537: 1.0, 736: 0.5307189281905691, 875: 1.0, 892: 0.2188018996436938}",36.0,single,m,straight,average,strictly anything,socially,,graduated from college/university,white,67.0,-1.0,science / tech / engineering,,likes dogs,judaism and laughing about it,no,"english (fluently), russian (fluently), french (poorly)",Linear Classifiers 1k/664.joblib
Evita Elephus,"{660: 1.0, 777: 1.0, 70: 0.18707255975673975, 921: 1.0, 316: 1.0, 696: 0.6222529735028289, 537: 1.0, 909: 0.03545149555787308, 941: 0.6791614886016324, 580: 0.5567877357825584, 927: 0.5522670408949901, 743: 1.0, 823: 0.9154279047940391, 637: 0.30200319062548053, 623: 0.9158717970411983, 884: 1.0, 955: 0.7889983467745104, 710: 0.7176025245100438, 67: 0.0, 187: 1.0, 776: 0.2063332615291258, 127: 1.0, 153: 0.7827528582110205, 176: 1.0, 179: 1.0, 201: 1.0, 474: 0.4066532064163981, 515: 0.22432847226930286, 520: 1.0, 524: 1.0, 718: 0.21875239677422487, 801: 0.5431101597228181, 858: 0.29330078306206775, 874: 1.0, 936: 0.7144716838653666, 943: 0.8919303316584031, 976: 1.0}",29.0,single,m,straight,thin,mostly anything,socially,never,,asian,64.0,-1.0,computer / hardware / software,"doesn't have kids, but might want them",likes dogs,,no,"english, chinese",Linear Classifiers 1k/603.joblib
Coral Ilka,"{527: 0.6328121176021231, 461: 0.4119855106728014, 241: 1.0, 350: 0.07776178502011799, 503: 0.6567718166684475, 554: 0.12356677538140826, 607: 1.0, 610: 1.0, 634: 1.0, 667: 0.0, 671: 1.0, 702: 0.01782941607624977, 757: 0.4870029895509269, 888: 0.8703668383985761, 890: 0.0}",39.0,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,68.0,150000.0,law / legal services,,likes dogs and dislikes cats,agnosticism but not too serious about it,no,english (fluently),Linear Classifiers 1k/533.joblib
Claresta Donoghue,"{644: 0.8051418346822252, 882: 1.0, 445: 0.0, 130: 0.685806842247017, 248: 1.0, 344: 0.6082954370823304, 87: 0.5767100124221524, 967: 0.5714849954292833, 989: 0.9682178283081355, 135: 0.3194312015938703, 525: 0.7253606134565962, 110: 1.0, 377: 0.6421624915117452, 856: 0.0, 813: 1.0, 986: 0.7383265543378629, 56: 1.0, 761: 0.5061267363024623, 300: 0.248603530032124, 934: 0.8563397651798792, 11: 0.6115928201153638, 90: 0.5804595347125144, 152: 0.4945208552776237, 187: 0.2731368708785168, 211: 0.6898023315697887, 222: 0.6538590729098217, 619: 0.2883865481121236, 622: 0.5755421439326346, 649: 0.9157760860669566, 743: 0.6318321416426499, 844: 0.4695154670200068, 956: 0.7072792487702915, 957: 0.6786128689577796, 987: 0.9861596667344008, 997: 0.2701238562334715}",32.0,single,m,gay,thin,,often,never,graduated from college/university,white,73.0,30000.0,other,,likes dogs and has cats,other but not too serious about it,yes,"english (fluently), spanish (okay)",Linear Classifiers 1k/666.joblib
Lanna Gusella,"{681: 1.0, 784: 0.0, 194: 1.0, 221: 0.7501518703011776, 213: 0.576811933816793, 756: 0.43797227635270275, 46: 0.3920632918556084, 90: 1.0, 35: 0.0, 85: 0.057721912328672964, 307: 1.0, 326: 0.05994750408010319, 389: 1.0, 528: 1.0, 578: 0.0, 587: 0.5071833861446446, 695: 0.1693877861363049, 730: 1.0, 896: 0.7622741129584059}",33.0,single,f,straight,fit,,socially,never,graduated from masters program,white,66.0,-1.0,medicine / health,,,,no,english (fluently),Linear Classifiers 1k/965.joblib
Claudina Thornburg,"{767: 0.0, 294: 1.0, 763: 1.0, 313: 0.9270214300668336, 627: 1.0, 744: 1.0, 910: 1.0, 783: 1.0, 340: 0.3581801332732617, 608: 0.9317742184753484, 591: 1.0, 335: 1.0, 282: 0.13648424335595477, 15: 0.47998645193362943, 48: 1.0, 101: 0.7786173654766211, 714: 0.6571103080731864, 205: 1.0, 930: 1.0, 410: 0.00924250166583862, 63: 0.0, 74: 0.49846859742396665, 136: 0.0, 145: 0.4949325263846518, 265: 1.0, 529: 0.38051316169417815, 586: 0.7946214149769344, 657: 1.0, 679: 0.2153740532371602, 701: 0.7560797584327914, 946: 0.07760137373506515}",36.0,seeing someone,f,straight,curvy,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",61.0,-1.0,,,likes dogs and likes cats,,no,"english (fluently), spanish (fluently), arabic (fluently), italian (okay), dutch (okay)",Linear Classifiers 1k/439.joblib
Debee Sasnett,"{591: 0.7931863286431354, 26: 1.0, 85: 1.0, 464: 0.0, 542: 1.0, 550: 1.0, 572: 1.0, 608: 0.19657804544759233, 721: 1.0, 941: 0.9040952700000526}",25.0,single,m,straight,thin,mostly anything,socially,never,graduated from college/university,white,76.0,-1.0,artistic / musical / writer,,,atheism but not too serious about it,no,english,Linear Classifiers 1k/219.joblib
Hildegaard Rocray,"{261: 1.0, 5: 0.0, 176: 0.0, 72: 0.2938338267982168, 135: 0.0, 151: 1.0, 344: 0.0, 397: 1.0, 410: 1.0, 634: 0.6446800036837637, 660: 0.0, 723: 1.0, 835: 1.0, 903: 0.0}",27.0,single,m,straight,fit,mostly anything,socially,never,graduated from masters program,white,75.0,-1.0,computer / hardware / software,,,agnosticism,no,"english, swedish, spanish, russian",Linear Classifiers 1k/123.joblib
Susan Evangelia,"{118: 0.33558499248348994, 58: 1.0, 151: 0.8197783891472028, 850: 0.0, 26: 0.3401824598774932, 276: 1.0, 119: 0.0, 167: 0.6926914418155166, 187: 0.44693059280237035, 189: 0.3400712735006959, 192: 1.0, 211: 0.3264701346575829, 262: 1.0, 315: 0.8083305290345839, 531: 0.08961792549223668, 643: 0.002063218304049874, 653: 0.7216092464006407, 898: 1.0, 949: 0.7447203612447479}",29.0,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,72.0,-1.0,computer / hardware / software,,,,no,"english (fluently), c++ (okay)",Linear Classifiers 1k/410.joblib
Doralynne Erlandson,"{628: 0.8224576432759882, 495: 0.6123183146462458, 750: 0.5901914778550006, 117: 0.5863638580536847, 952: 1.0, 491: 0.9381855856501993, 739: 0.25468625170250314, 658: 0.46689091757906226, 249: 0.7775114856817371, 892: 0.6863665285444367, 443: 0.8757781195929832, 531: 0.6388750212907794, 660: 0.5749662181550477, 482: 0.8221066043567642, 951: 0.761344261906183, 432: 1.0, 54: 0.3464716723591073, 576: 0.3227580117430621, 269: 1.0, 373: 0.6191936658502873, 384: 0.7254756976603707, 410: 0.6592051207970347, 434: 0.730653943934578, 446: 0.8652513996912374, 473: 0.6876757677613308, 704: 0.46852356988283766, 708: 0.5865301407249381, 727: 0.3658955618055549, 829: 0.4790074704848805, 867: 0.8092928356674423, 934: 0.8517877862103043}",30.0,single,m,straight,thin,strictly vegetarian,socially,never,working on space camp,"hispanic / latin, white",70.0,-1.0,other,,likes cats,agnosticism but not too serious about it,no,english,Linear Classifiers 1k/205.joblib
Silvana Shanley,"{248: 0.0, 940: 0.9366966721618404, 464: 0.0, 797: 0.8179406438545946, 521: 0.4487614877660464, 326: 0.0, 158: 0.0, 661: 0.4649352955110473, 60: 0.0, 988: 0.0, 515: 0.3228232434398026, 241: 1.0, 497: 0.2754448181475255, 518: 0.7365789256912949, 381: 1.0, 879: 0.39493786566507216, 30: 0.5196234470829402, 108: 1.0, 226: 1.0, 237: 0.258466972643137, 562: 0.7770105561209353, 592: 0.9986496644263294, 629: 0.13084218258996394, 682: 0.0, 799: 1.0}",31.0,single,f,straight,,,socially,never,graduated from law school,white,66.0,-1.0,law / legal services,,has dogs,,no,english,Linear Classifiers 1k/930.joblib
Betta Irmine,"{840: 0.0, 153: 1.0, 579: 0.0, 844: 1.0, 71: 1.0, 949: 0.0, 879: 0.0, 557: 1.0, 502: 1.0, 92: 1.0, 849: 1.0, 85: 0.40095390408458975, 107: 1.0, 244: 0.0, 245: 1.0, 323: 0.0, 435: 1.0, 446: 0.5379342231273121, 625: 0.100688203238545, 715: 0.0, 787: 0.9445277557530609, 806: 0.0, 876: 0.5445282151583477, 882: 0.17408104208676622}",26.0,available,m,straight,fit,mostly anything,rarely,sometimes,dropped out of ph.d program,"middle eastern, white",69.0,-1.0,computer / hardware / software,"doesn't have kids, but wants them",likes dogs and likes cats,atheism and laughing about it,no,"english (fluently), c++ (okay), french (okay), lisp (fluently)",Linear Classifiers 1k/362.joblib
Angelique Zeeba,"{265: 0.0, 173: 0.6409843610674617, 476: 0.0, 932: 0.0, 90: 0.19108405123764527, 598: 0.24857983435665076, 366: 0.18173916811652724, 628: 0.0, 146: 0.0, 1001: 1.0, 880: 0.38427277587726394, 864: 0.4380189311361722, 219: 0.0, 988: 0.0, 930: 0.0, 264: 0.3769010887089781, 1000: 0.0, 544: 0.0, 971: 0.08429021759296518, 748: 0.13482218045174932, 283: 0.4452304844358892, 837: 0.5594503613623445, 843: 0.0, 608: 0.8360374410960283, 949: 0.35724846427412515, 118: 0.5069767268548535, 687: 0.04666754543569773, 945: 0.631777287941679, 958: 1.0}",24.0,single,f,straight,athletic,anything,socially,never,graduated from college/university,white,63.0,-1.0,science / tech / engineering,doesn't have kids,likes dogs,,no,"english (fluently), spanish (poorly)",Linear Classifiers 1k/352.joblib
Kalina Jena,"{407: 0.8005319653127128, 350: 1.0, 51: 1.0, 822: 1.0, 664: 1.0, 782: 0.17991257310831887, 239: 0.0, 826: 0.0, 481: 0.0, 929: 0.8737495593732478, 986: 1.0, 146: 0.40753814842812863, 703: 1.0, 589: 0.055621637560550496, 742: 0.0, 278: 1.0, 446: 1.0, 323: 1.0, 134: 0.0, 167: 1.0, 315: 1.0, 379: 0.0, 416: 1.0, 429: 1.0, 578: 0.29746290820217425, 646: 1.0, 701: 0.0, 797: 0.0, 809: 1.0, 910: 1.0}",34.0,single,m,straight,athletic,strictly anything,socially,never,,white,66.0,-1.0,student,,likes dogs and likes cats,agnosticism,no,english (fluently),Linear Classifiers 1k/812.joblib
Bertine Constancy,"{777: 0.0, 633: 1.0, 833: 0.0, 50: 1.0, 34: 0.0, 651: 0.0, 707: 0.7302471063884708, 763: 0.0, 134: 0.0, 439: 0.4355359029668442, 808: 0.0, 887: 0.8210450637849869, 912: 1.0, 246: 0.0, 578: 1.0, 340: 0.5288290597566201, 726: 0.5652954845311671, 249: 0.0, 193: 0.121274741539243, 197: 0.0, 309: 0.7900373914123282, 356: 0.0, 127: 0.0, 176: 0.4467266593994541, 388: 0.23692334159642758, 463: 0.5899452645968184, 591: 0.6647246413950576, 667: 1.0, 708: 0.9162378259888904, 776: 1.0, 918: 0.8794822363584389, 937: 0.0}",24.0,single,m,straight,average,strictly vegetarian,very often,sometimes,graduated from college/university,white,68.0,30000.0,artistic / musical / writer,"doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism and very serious about it,when drinking,"english (fluently), french (poorly), spanish (poorly)",Linear Classifiers 1k/912.joblib
Kenna Uund,"{989: 1.0, 530: 0.467359055728531, 708: 0.011855927764705676, 362: 0.4564308443922729, 354: 0.31296546958490556, 238: 0.9613583018695853, 618: 1.0, 736: 0.5107609424620709, 598: 0.39264367277262835, 301: 0.0, 833: 0.0, 0: 0.32340764642724795, 86: 0.6395608408774052, 99: 1.0, 106: 0.0, 165: 0.9659584798122065, 176: 0.14301155800366083, 327: 0.17763365132600772, 426: 0.9160757834961455, 454: 0.0, 546: 0.0, 553: 1.0, 573: 0.8570703331464311, 578: 0.33657683618188994, 763: 0.5156239242387726, 950: 0.2438451804508992, 982: 0.9213359128067438}",27.0,single,m,straight,athletic,mostly other,socially,never,graduated from college/university,other,73.0,-1.0,science / tech / engineering,doesn't have kids,,other,no,"english, turkish (fluently), italian (okay)",Linear Classifiers 1k/944.joblib
Charlena Yoko,"{428: 0.7635055296243829, 251: 0.5534950016917248, 220: 0.692179974357467, 45: 0.33564077248894364, 319: 0.6743134515969986, 452: 0.6376875823810941, 976: 0.903563334043139, 59: 1.0, 946: 1.0, 680: 0.31502402274034136, 77: 1.0, 151: 1.0, 240: 0.49379464567992404, 259: 0.8772239285983146, 361: 0.27718261747933504, 456: 1.0, 462: 0.0, 546: 0.30614313106099367, 570: 0.5387318720678111, 616: 0.0, 620: 1.0, 686: 0.749356237842334, 726: 0.917151605380865, 776: 1.0, 893: 0.0}",22.0,single,m,straight,,mostly vegetarian,socially,sometimes,graduated from masters program,white,73.0,100000.0,,,,atheism but not too serious about it,no,"english (fluently), spanish (fluently), french (poorly), korean (poorly)",Linear Classifiers 1k/89.joblib
Sidoney Haymes,"{568: 0.7011328827866592, 408: 0.44153469881773066, 830: 0.2816626424293691, 617: 0.23067808229702003, 68: 1.0, 990: 0.0, 19: 0.1825386692265889, 982: 0.0, 588: 0.0, 454: 0.0, 547: 0.27880894130204315, 735: 0.8725807326201247, 70: 0.0, 798: 1.0, 679: 0.5197296055609515, 768: 0.0, 784: 1.0, 48: 1.0, 88: 0.680637727564231, 165: 0.6879763810114383, 193: 0.7635777517662623, 487: 0.0, 795: 0.8646906302015642, 133: 0.0, 160: 0.19473649644391955, 331: 0.2649076498469345, 438: 0.0, 550: 0.4624134379165765, 657: 0.8526489568208673, 678: 0.48093373049177135, 776: 0.0, 994: 0.5383097600704412}",29.0,single,f,straight,full figured,,rarely,never,graduated from college/university,white,64.0,-1.0,entertainment / media,,has dogs,other,when drinking,english,Linear Classifiers 1k/543.joblib
Karolina MacIntosh,"{640: 0.0, 834: 0.9052562520177876, 551: 0.4298788888517535, 908: 1.0, 4: 0.42360826213918656, 51: 0.17095716699272678, 176: 0.4327403425596188, 224: 1.0, 364: 0.0614469596017706, 542: 0.1765648784529379, 548: 0.0, 683: 0.15992404974461216, 692: 0.0, 753: 1.0, 810: 1.0, 832: 0.0, 945: 0.0, 974: 0.21980641595279948}",23.0,single,f,straight,fit,,socially,never,graduated from college/university,white,68.0,-1.0,sales / marketing / biz dev,,,,,"english, polish (fluently), spanish (poorly)",Linear Classifiers 1k/754.joblib
Briney Yuille,"{950: 1.0, 217: 0.25741772918618566, 856: 0.9468669097331232, 973: 0.09808595204465864, 312: 0.6328983069729766, 964: 0.19408673157307121, 140: 0.0, 423: 0.15646180756095007, 498: 1.0, 508: 0.0, 541: 0.37697227538782463, 607: 0.0, 663: 0.9095949840959109, 904: 0.8728965126228713, 996: 0.0}",22.0,single,m,straight,athletic,anything,socially,never,,white,68.0,-1.0,,,,,no,"english (fluently), french (fluently), german (okay)",Linear Classifiers 1k/923.joblib
Alleen Naashom,"{31: 0.7593495836896795, 597: 0.4167049637250848, 403: 0.0, 25: 0.8844110033135069, 612: 0.12936159425647276, 763: 1.0, 855: 0.3334993364249321, 17: 0.3818476935569248, 235: 0.9142415944799565, 222: 0.7968590932836235, 913: 0.7005675788799879, 576: 0.33826332061750897, 416: 0.6044116078249169, 565: 1.0, 474: 0.4607694764191357, 56: 1.0, 110: 0.027336493396586725, 127: 0.5045063031208672, 145: 0.4949325263846518, 243: 1.0, 504: 1.0, 556: 0.46537098362163265, 747: 1.0}",21.0,single,f,bisexual,skinny,anything,socially,never,working on college/university,black,67.0,-1.0,other,,likes dogs and likes cats,agnosticism,no,english,Linear Classifiers 1k/439.joblib
Sophia Ardra,"{646: 1.0, 424: 0.5596057092225211, 31: 0.0, 784: 1.0, 902: 0.3126574417630712, 561: 0.017296474797640293, 544: 1.0, 514: 0.2684216819708585, 805: 1.0, 146: 1.0, 717: 0.5344987758089079, 866: 1.0, 321: 0.9568045485599272, 168: 0.0, 247: 0.49605706178520315, 957: 0.46299349004952983, 604: 0.7190183594968564, 364: 1.0, 376: 0.17556309434234763, 620: 0.46756038238451847, 597: 0.0, 511: 0.3151604437461266, 2: 0.7673185040017207, 60: 0.0, 118: 0.0, 127: 1.0, 496: 1.0, 755: 0.48956389976479286, 799: 0.0, 838: 0.7091597192435692, 899: 0.24195150408136445, 914: 0.7630591041323385, 941: 0.0}",25.0,single,m,straight,athletic,mostly anything,socially,never,working on masters program,asian,67.0,100000.0,computer / hardware / software,doesn't have kids,likes dogs and likes cats,,no,english (fluently),Linear Classifiers 1k/142.joblib
Jaclyn Fink,"{529: 0.43183974716306217, 460: 1.0, 345: 0.1363462289938937, 288: 0.4236579835608767, 835: 0.444713875274549, 514: 0.8139188226712024, 819: 0.7787688640723829, 825: 0.5070825934090664, 4: 0.0, 17: 0.5133760463437422, 19: 0.24028064085391332, 187: 0.20877525305500466, 481: 0.0, 569: 1.0, 579: 0.7355702453598107}",32.0,single,m,straight,athletic,mostly vegetarian,socially,sometimes,working on ph.d program,white,70.0,-1.0,science / tech / engineering,,likes dogs and likes cats,agnosticism and laughing about it,when drinking,"english (fluently), spanish (okay)",Linear Classifiers 1k/785.joblib
Ezmeralda Corilla,"{825: 0.22772529923406903, 828: 1.0, 142: 1.0, 481: 0.0, 815: 1.0, 781: 0.5968871806511444, 829: 0.7116322750813309, 302: 1.0, 635: 0.8578329099596971, 515: 1.0, 84: 0.07979955754814316, 118: 0.0, 134: 0.5897761370157646, 149: 1.0, 272: 0.25001902333794757, 315: 0.1607641196572107, 389: 0.9204750072401584, 487: 0.7080523535521204, 655: 0.7167800620745632, 694: 0.01922640926477559, 709: 0.4155694309766318, 911: 0.0, 956: 0.6829790705474359}",32.0,single,f,straight,thin,anything,socially,never,graduated from college/university,white,63.0,50000.0,medicine / health,,,agnosticism,no,english,Linear Classifiers 1k/949.joblib
Benita Chaing,"{82: 1.0, 724: 1.0, 924: 0.27151418176645414, 772: 1.0, 482: 0.39064864521827936, 575: 0.3903493352689038, 100: 0.6231684108505866, 2: 0.0, 984: 0.40910642494231997, 151: 0.4865247091696836, 189: 0.06653680969221121, 302: 0.4319085385955912, 304: 0.653073022908842, 312: 1.0, 317: 1.0, 328: 0.0, 437: 0.8698975286347697, 474: 0.10951840222867393, 529: 0.8673254990841834, 578: 0.38380038132544936, 590: 0.6956334476634245, 814: 0.9890575153616878, 865: 0.29062277168900597, 866: 0.06744211499365349, 962: 1.0}",28.0,single,m,straight,skinny,mostly anything,socially,,graduated from college/university,white,72.0,-1.0,science / tech / engineering,,likes dogs and has cats,atheism but not too serious about it,no,english,Linear Classifiers 1k/308.joblib
Consuela Robertson,"{719: 0.386317378213237, 389: 1.0, 364: 0.5090045070395159, 656: 0.20851917983357882, 313: 0.4025906902769266, 2: 0.0, 378: 0.4284714835671235, 175: 0.09627289205828266, 3: 1.0, 262: 0.0, 273: 1.0, 303: 0.0, 443: 0.050558959686495236, 571: 0.9674033876214667, 818: 0.0, 867: 0.640049080692874}",30.0,single,m,straight,average,mostly other,not at all,never,,other,72.0,-1.0,other,has a kid,has dogs,,,"english (okay), italian (poorly), latvian (poorly), spanish (poorly)",Linear Classifiers 1k/296.joblib
Florie Chapland,"{611: 0.8142357972844811, 263: 0.0, 825: 0.6912114405351639, 642: 0.0, 908: 0.0, 536: 1.0, 195: 0.2607443831806977, 198: 1.0, 305: 0.47854870094444113, 327: 0.982295447057794, 414: 0.3019826419992482, 575: 0.0, 668: 0.0, 744: 0.0, 754: 0.0, 793: 0.0, 848: 0.6202059012836596, 883: 0.0, 888: 0.36163087756534296, 940: 0.028360971218323705}",26.0,single,m,straight,average,mostly anything,socially,never,graduated from masters program,asian,67.0,-1.0,banking / financial / real estate,,,catholicism but not too serious about it,no,"english (fluently), vietnamese (fluently)",Linear Classifiers 1k/496.joblib
Babita Loeb,"{833: 0.625705843411342, 866: 0.7485151571492734, 770: 0.47810066205416524, 165: 0.4899367847331537, 274: 0.006435556333800108, 984: 1.0, 734: 0.5760102650067243, 41: 0.44794402542933787, 530: 0.9390207157150714, 569: 1.0, 378: 0.3387498545932863, 838: 0.5929402994220818, 337: 0.0, 991: 1.0, 972: 0.0, 364: 0.6327268907037644, 789: 1.0, 637: 0.568362042324781, 22: 0.7847883985111386, 206: 1.0, 626: 0.0, 665: 0.5506257990079724, 684: 1.0, 686: 0.45457022362108424, 725: 0.9518172446290727, 752: 0.6402962529552654, 800: 0.5048336719103323, 858: 0.5992508692420895, 883: 0.43380358824845233, 963: 1.0}",21.0,single,f,straight,curvy,mostly vegetarian,often,sometimes,working on college/university,native american,66.0,-1.0,student,,likes dogs and likes cats,,sometimes,"english (fluently), french (okay), arabic (poorly), spanish (okay), latin (poorly)",Linear Classifiers 1k/483.joblib
Jan Tryck,"{401: 1.0, 241: 1.0, 60: 0.0, 83: 1.0, 29: 0.0, 764: 0.0, 837: 1.0, 677: 1.0, 882: 0.0, 380: 0.0, 707: 1.0, 627: 1.0, 6: 0.0, 881: 0.0, 946: 1.0, 294: 0.0, 343: 0.0, 420: 0.29458269802435133, 458: 1.0, 670: 0.0, 671: 0.0, 757: 0.08202653450904585, 780: 1.0}",20.0,single,f,straight,thin,strictly vegetarian,not at all,never,working on college/university,white,63.0,-1.0,,,,,,english (fluently),Linear Classifiers 1k/871.joblib
Aili Cassius,"{823: 0.7858155816486017, 915: 0.321865846756066, 33: 1.0, 492: 0.7903194392770629, 612: 0.0, 908: 0.3716089794748152, 569: 0.0, 48: 0.0, 65: 0.9521998737107404, 66: 0.9402451067474304, 71: 0.0, 284: 0.0, 303: 0.5106706498915425, 547: 0.4882212249167992, 666: 0.271851831799073, 816: 0.7059131861062546, 856: 0.8492441777483624, 916: 0.629361376536492}",36.0,single,m,straight,fit,strictly anything,not at all,never,graduated from masters program,white,73.0,150000.0,science / tech / engineering,"doesn't have kids, but wants them",likes dogs and likes cats,other and laughing about it,no,english (poorly),Linear Classifiers 1k/919.joblib
Kristan Talia,"{168: 0.41380205580282237, 976: 1.0, 677: 0.0, 51: 0.4827688036764517, 404: 1.0, 980: 0.6469343293084275, 988: 0.018215013336819297, 261: 0.2308806645262962, 998: 0.6769022453576916, 210: 1.0, 116: 0.7812895965266939, 203: 0.560233867956649, 224: 0.0, 347: 1.0, 400: 1.0, 489: 0.6271222850803451, 605: 0.0, 783: 0.0, 838: 0.12851631506940464}",27.0,single,f,straight,athletic,anything,socially,,graduated from college/university,white,65.0,-1.0,,doesn't have kids,likes dogs and likes cats,,no,"english (fluently), spanish (poorly)",Linear Classifiers 1k/508.joblib
Marjie Brunell,"{556: 0.0, 498: 1.0, 323: 0.0, 271: 0.5133533384802025, 910: 0.0, 29: 0.3226970859845846, 364: 0.363835009985749, 377: 0.4182084987327457, 82: 0.1178268070663524, 971: 0.7888259175813257, 705: 0.31966499335837106, 358: 0.0, 275: 1.0, 99: 0.11350402039921725, 144: 0.29106203911908324, 176: 0.8651198474204325, 193: 1.0, 197: 0.0, 262: 0.0, 370: 0.1935139002456996, 384: 0.0, 426: 0.5391129825691934, 476: 0.6455346484363016, 517: 1.0, 531: 0.0, 646: 0.0, 775: 0.7308304720180576, 797: 1.0, 835: 0.7468034974088127, 852: 0.6454787294926962}",27.0,single,m,straight,fit,mostly vegetarian,socially,never,working on ph.d program,white,76.0,-1.0,science / tech / engineering,,likes dogs,,no,"english, spanish (okay), japanese (poorly)",Linear Classifiers 1k/800.joblib
